ali_uid,hw_c,bw_c5,all_cost
64389,4461377.170664116,40904569.22689943,45365946.39756355
98051,2616542.460000008,12451793.752784215,15068336.212784223
66394,1217454.8999999922,6427828.338006077,7645283.238006069
48944,308445.6999999988,6475809.946741816,6784255.646741815
22399,195146.59999999974,3907694.676251665,4102841.276251665
31102,298991.8450000002,2459684.431557002,2758676.276557002
52024,978709.3000000095,1442324.5127163688,2421033.8127163784
78131,699855.2999999989,1252276.9115983564,1952132.2115983553
80365,1298848.0000000193,1626.999395960001,1300474.9993959793
25295,263351.96000000014,932689.514839727,1196041.4748397272
77787,313577.0999999996,830076.4531911501,1143653.5531911496
64892,681135.2499999997,387820.9977711229,1068956.2477711225
15301,886059.9300000012,120575.61788074303,1006635.5478807442
83822,124863.50000000003,825044.0703647529,949907.5703647529
14878,77957.66000000003,648128.792308618,726086.452308618
76645,108499.70000000007,479153.45133400505,587653.1513340052
68873,582009.3,17.311867919,582026.6118679191
4588,62192.72000000001,366326.72888811,428519.44888811006
2766,45214.89999999995,259802.09241514993,305016.99241514987
89137,2471.8799999999997,294364.55728907994,296836.43728907994
13404,33778.49999999998,211537.96481027108,245316.46481027105
12347,180238.2999999998,35372.079681468014,215610.37968146784
24018,6839.599999999999,176890.260736682,183729.860736682
33259,32788.49999999999,143501.383474006,176289.883474006
69166,139404.1600000003,4913.746324663001,144317.9063246633
48776,66555.89000000004,61183.107118529006,127738.99711852905
19570,63345.20000000022,55013.28898469201,118358.48898469223
89110,98543.1000000005,7205.231489072997,105748.33148907349
59604,78977.30000000031,22061.25955431401,101038.55955431431
46473,5430.080000000005,91316.82082118897,96746.90082118897
15219,46567.00000000003,49761.70958477899,96328.70958477902
84953,5171.4,80067.65202159501,85239.05202159501
55644,68689.05999999969,6832.601834490002,75521.6618344897
52759,58350.29999999997,2462.225836776999,60812.525836776964
90665,56847.52000000011,1556.2849581960002,58403.80495819612
97163,22875.399999999976,21598.934286989,44474.334286988975
62570,1124.32,41032.27468690599,42156.59468690599
19346,34085.69999999996,6994.090476363999,41079.79047636396
9004,37688.191015625,26.631305748000003,37714.822321373
27445,13268.099999999995,23333.563087861,36601.663087860994
84661,33469.659999999974,16.118266819999985,33485.77826681997
63800,27672.399999999983,5431.503964168998,33103.90396416898
61851,32898.275,6.259244384,32904.534244384
53106,32100.300000000003,36.737498574999975,32137.037498575002
70990,26087.199999999997,5.152993108000001,26092.352993107997
6224,22325.099999999977,145.6590914969999,22470.759091496977
70642,18131.57999999999,108.64484772900006,18240.22484772899
23813,16947.4375,1.630522152000001,16949.068022152
7120,8115.230000000001,8793.283761410996,16908.513761411
52238,11731.800000000003,2035.8454610889987,13767.645461089001
40817,13656.76,0.02311992900000001,13656.783119929
69050,2927.399999999999,10608.658432743006,13536.058432743006
34465,12070.699999999997,762.7890498820001,12833.489049881997
60308,3732.480000000004,5790.360527417,9522.840527417004
58019,9297.337500000003,2.5304000399999986,9299.867900040002
63689,4961.4,2305.916907586999,7267.316907586999
